# Rocha-Lima et al. (2018) ACP 18, 1023-1043, Fig. 10.
# Imaginary refractive index of Saharan dust, digitised from
# the published figure -- the paper tabulates no k anywhere,
# and its data are available only on request from the author.
# Real part is an ASSUMED constant 1.56 in that paper, not a
# retrieval. Accuracy about +/-0.0005 in k; validated against
# the four values the text states. Regenerate with --digitize.
panel,series,wavelength_nm,k
mauritania,mixed_mie,570.3,0.00178
mauritania,mixed_mie,575.0,0.00178
mauritania,mixed_mie,579.6,0.00178
mauritania,mixed_mie,584.2,0.00178
mauritania,mixed_mie,588.9,0.001818
mauritania,mixed_mie,593.5,0.001818
mauritania,mixed_mie,598.2,0.001895
mauritania,mixed_mie,602.8,0.001895
mauritania,mixed_mie,607.4,0.001895
mauritania,mixed_mie,612.1,0.001895
mauritania,mixed_mie,616.7,0.001876
mauritania,mixed_mie,621.4,0.001876
mauritania,mixed_mie,626.0,0.001876
mauritania,mixed_mie,630.7,0.001876
mauritania,mixed_mie,635.3,0.001837
mauritania,mixed_mie,639.9,0.001818
mauritania,mixed_mie,644.6,0.001818
mauritania,mixed_mie,649.2,0.001876
mauritania,mixed_mie,653.9,0.001876
mauritania,mixed_mie,658.5,0.001876
mauritania,mixed_mie,663.2,0.001799
mauritania,mixed_mie,667.8,0.001799
mauritania,mixed_mie,672.4,0.001914
mauritania,mixed_mie,677.1,0.001914
mauritania,mixed_mie,681.7,0.001971
mauritania,mixed_mie,686.4,0.001971
mauritania,mixed_mie,691.0,0.00199
mauritania,mixed_mie,695.6,0.00199
mauritania,mixed_mie,700.3,0.002124
mauritania,mixed_mie,704.9,0.002124
mauritania,mixed_mie,709.6,0.002124
mauritania,mixed_mie,714.2,0.002086
mauritania,mixed_mie,718.9,0.002086
mauritania,mixed_mie,723.5,0.002067
mauritania,mixed_mie,728.1,0.002067
mauritania,mixed_mie,732.8,0.002067
mauritania,mixed_mie,737.4,0.002086
mauritania,mixed_mie,742.1,0.002086
mauritania,mixed_mie,746.7,0.002105
mauritania,mixed_mie,751.4,0.002105
mauritania,mixed_mie,793.1,0.002067
mauritania,mixed_mie,807.1,0.00245
mauritania,mixed_mie,811.7,0.00245
mauritania,mixed_mie,816.3,0.00245
mauritania,mixed_mie,839.6,0.002488
mauritania,mixed_mie,844.2,0.002488
mauritania,mixed_mie,858.1,0.002565
mauritania,mixed_mie,862.8,0.002526
mauritania,mixed_mie,867.4,0.002526
mauritania,mixed_mie,872.1,0.002507
mauritania,mixed_mie,876.7,0.002507
mauritania,mixed_mie,881.3,0.002507
mauritania,mixed_mie,886.0,0.002507
mauritania,mixed_mie,890.6,0.002526
mauritania,mixed_mie,895.3,0.002526
mauritania,mixed_mie,899.9,0.002565
mauritania,mixed_mie,913.8,0.002909
mauritania,mixed_mie,918.5,0.002852
mauritania,mixed_mie,923.1,0.002852
mauritania,mixed_mie,927.8,0.002852
mauritania,mixed_mie,932.4,0.002852
mauritania,mixed_mie,937.0,0.002833
mauritania,mixed_mie,941.7,0.002813
mauritania,mixed_mie,946.3,0.002813
mauritania,mixed_mie,960.3,0.002871
mauritania,mixed_mie,964.9,0.0031
mauritania,mixed_mie,969.5,0.0031
mauritania,mixed_mie,974.2,0.003139
mauritania,mixed_mie,978.8,0.003139
mauritania,mixed_mie,983.5,0.003139
mauritania,mixed_mie,988.1,0.003139
mauritania,mixed_mie,992.7,0.003139
mauritania,mixed_mie,997.4,0.003177
mauritania,mixed_mie,1011.3,0.003215
mauritania,mixed_mie,1016.0,0.003196
mauritania,mixed_mie,1020.6,0.003196
mauritania,mixed_mie,1025.2,0.003196
mauritania,mixed_mie,1029.9,0.003196
mauritania,mixed_mie,1034.5,0.003196
mauritania,mixed_mie,1039.2,0.003215
mauritania,mixed_mie,1043.8,0.003177
mauritania,mixed_mie,1048.5,0.003062
mauritania,mixed_mie,1053.1,0.003062
mauritania,mixed_mie,1057.7,0.002986
mauritania,mixed_mie,1062.4,0.002967
mauritania,mixed_mie,1067.0,0.002967
mauritania,mixed_mie,1071.7,0.002967
mauritania,mixed_mie,1076.3,0.002986
mauritania,mixed_mie,1080.9,0.002986
mauritania,mixed_mie,1085.6,0.002986
mauritania,mixed_mie,1090.2,0.002986
mauritania,mixed_mie,1094.9,0.003024
mauritania,mixed_mie,1099.5,0.003043
mauritania,mixed_mie,1108.8,0.0031
mauritania,mixed_mie,1113.4,0.003388
mauritania,mixed_mie,1118.1,0.003388
mauritania,mixed_mie,1122.7,0.003426
mauritania,mixed_mie,1127.4,0.003426
mauritania,mixed_mie,1132.0,0.003426
mauritania,mixed_mie,1136.7,0.003388
mauritania,mixed_mie,1141.3,0.003292
mauritania,mixed_mie,1145.9,0.003273
mauritania,mixed_mie,1150.6,0.003254
mauritania,mixed_mie,1155.2,0.003254
mauritania,mixed_mie,1159.9,0.003541
mauritania,mixed_mie,1164.5,0.003541
mauritania,mixed_mie,1169.1,0.003541
mauritania,mixed_mie,1173.8,0.003579
mauritania,mixed_mie,1178.4,0.003579
mauritania,mixed_mie,1183.1,0.003579
mauritania,mixed_mie,1187.7,0.003579
mauritania,mixed_mie,1192.4,0.003598
mauritania,mixed_mie,1197.0,0.003636
mauritania,mixed_mie,1206.3,0.003694
mauritania,mixed_mie,1210.9,0.003694
mauritania,mixed_mie,1215.6,0.003732
mauritania,mixed_mie,1220.2,0.003732
mauritania,mixed_mie,1224.9,0.003732
mauritania,mixed_mie,1229.5,0.003732
mauritania,mixed_mie,1234.1,0.003732
mauritania,mixed_mie,1238.8,0.003694
mauritania,mixed_mie,1243.4,0.003732
mauritania,mixed_mie,1257.4,0.003388
mauritania,mixed_mie,1262.0,0.003388
mauritania,mixed_mie,1266.6,0.003407
mauritania,mixed_mie,1271.3,0.003483
mauritania,mixed_mie,1275.9,0.003483
mauritania,mixed_mie,1280.6,0.003483
mauritania,mixed_mie,1285.2,0.003483
mauritania,mixed_mie,1289.8,0.003445
mauritania,mixed_mie,1294.5,0.003445
mauritania,mixed_mie,1308.4,0.003426
mauritania,mixed_mie,1313.1,0.003483
mauritania,mixed_mie,1317.7,0.003502
mauritania,mixed_mie,1322.3,0.003522
mauritania,mixed_mie,1327.0,0.003522
mauritania,mixed_mie,1331.6,0.003522
mauritania,mixed_mie,1336.3,0.003522
mauritania,mixed_mie,1340.9,0.003502
mauritania,mixed_mie,1345.6,0.003426
mauritania,mixed_mie,1364.1,0.003636
mauritania,mixed_mie,1368.8,0.003904
mauritania,mixed_mie,1373.4,0.003943
mauritania,mixed_mie,1378.0,0.003943
mauritania,mixed_mie,1382.7,0.003943
mauritania,mixed_mie,1387.3,0.003943
mauritania,mixed_mie,1392.0,0.003923
mauritania,mixed_mie,1396.6,0.003904
mauritania,mixed_mie,1410.5,0.003809
mauritania,mixed_mie,1415.2,0.003809
mauritania,mixed_mie,1419.8,0.003809
mauritania,mixed_mie,1424.5,0.003828
mauritania,mixed_mie,1429.1,0.003828
mauritania,mixed_mie,1433.8,0.003828
mauritania,mixed_mie,1438.4,0.003828
mauritania,mixed_mie,1443.0,0.003828
mauritania,mixed_mie,1461.6,0.003828
mauritania,mixed_mie,1466.2,0.003809
mauritania,mixed_mie,1470.9,0.003809
mauritania,mixed_mie,1475.5,0.003809
mauritania,mixed_mie,1480.2,0.003809
mauritania,mixed_mie,1484.8,0.003809
mauritania,mixed_mie,1489.5,0.003789
mauritania,mixed_mie,1494.1,0.003789
mauritania,mixed_mie,1498.7,0.003809
mauritania,mixed_mie,1512.7,0.004077
mauritania,mixed_mie,1517.3,0.004096
mauritania,mixed_mie,1522.0,0.004115
mauritania,mixed_mie,1526.6,0.004115
mauritania,mixed_mie,1531.2,0.004115
mauritania,mixed_mie,1535.9,0.004115
mauritania,mixed_mie,1540.5,0.004115
mauritania,mixed_mie,1545.2,0.004134
mauritania,mixed_mie,1554.4,0.00423
mauritania,mixed_mie,1559.1,0.00423
mauritania,mixed_mie,1563.7,0.00423
mauritania,mixed_mie,1568.4,0.00423
mauritania,mixed_mie,1573.0,0.00423
mauritania,mixed_mie,1577.7,0.00423
mauritania,mixed_mie,1582.3,0.00423
mauritania,mixed_mie,1586.9,0.00423
mauritania,mixed_mie,1591.6,0.004211
mauritania,mixed_mie,1596.2,0.004287
mauritania,mixed_mie,1600.9,0.004287
mauritania,mixed_mie,1610.2,0.004498
mauritania,mixed_mie,1614.8,0.004536
mauritania,mixed_mie,1619.4,0.004536
mauritania,mixed_mie,1624.1,0.004555
mauritania,mixed_mie,1628.7,0.004555
mauritania,mixed_mie,1633.4,0.004555
mauritania,mixed_mie,1638.0,0.004593
mauritania,mixed_mie,1642.6,0.004612
mauritania,mixed_mie,1647.3,0.005244
mauritania,mixed_mie,1665.9,0.005378
mauritania,mixed_mie,1670.5,0.005435
mauritania,mixed_mie,1675.1,0.005435
mauritania,mixed_mie,1679.8,0.005435
mauritania,mixed_mie,1684.4,0.005435
mauritania,mixed_mie,1689.1,0.0049
mauritania,mixed_mie,1693.7,0.0049
mauritania,mixed_mie,1698.4,0.00444
mauritania,mixed_mie,1703.0,0.00444
mauritania,mixed_mie,1707.6,0.00444
mauritania,mixed_mie,1712.3,0.004919
mauritania,mixed_mie,1716.9,0.004919
mauritania,mixed_mie,1721.6,0.005014
mauritania,mixed_mie,1726.2,0.005014
mauritania,mixed_mie,1730.9,0.005014
mauritania,mixed_mie,1735.5,0.005014
mauritania,mixed_mie,1740.1,0.005014
mauritania,mixed_mie,1744.8,0.005014
mauritania,mixed_mie,1763.3,0.004689
mauritania,mixed_mie,1768.0,0.004689
mauritania,mixed_mie,1772.6,0.004689
mauritania,mixed_mie,1777.3,0.004689
mauritania,mixed_mie,1781.9,0.004689
mauritania,mixed_mie,1786.6,0.004727
mauritania,mixed_mie,1791.2,0.004727
mauritania,mixed_mie,1814.4,0.005148
mauritania,mixed_mie,1819.1,0.005129
mauritania,mixed_mie,1823.7,0.005091
mauritania,mixed_mie,1828.3,0.005091
mauritania,mixed_mie,1833.0,0.005091
mauritania,mixed_mie,1837.6,0.005072
mauritania,mixed_mie,1842.3,0.005072
mauritania,mixed_mie,1846.9,0.005091
